c_custkey,c_name,c_address,c_nationkey,c_phone,c_acctbal,c_mktsegment,c_comment
1601,Customer#000001601,"jiy,cXiM41u9yIb1Vy",9,19-152-934-8225,2884.08,MACHINERY,"ly ironic, even accounts. special dependencies detect. c"
1689,Customer#000001689,"oYgoEWSydzBD81VB3q20DEx8TgSUX6qio,zpL83p",23,33-974-102-7427,705.64,MACHINERY,y silent requests according to the slyly final deposits poach ac
1713,Customer#000001713,saqFezmCXyr2f2sGR3WexM8MSf03S,15,25-566-819-3545,1627.04,AUTOMOBILE,cial deposits. requests alongside of the 
1747,Customer#000001747,xSJopUGOWIGwa2QJA9mbIzcLAA8OM,15,25-493-381-4100,1962.62,MACHINERY,furiously furiously ironic theodolites. stealthily reg
2219,Customer#000002219,YCA0PAGuo6mb4x6v8,9,19-180-438-6369,4949.15,BUILDING,usly regular theodolites cajole carefully requests. specia
2229,Customer#000002229,sl1bVPsyb kvU3i,12,22-598-562-8741,-12.13,AUTOMOBILE,ress accounts haggle furiously even ideas. bold platelets wake furiously even accounts-- f
2248,Customer#000002248,"oZUrUS,DlfH",1,11-890-560-6896,3453.28,HOUSEHOLD,"ar, even packages wake above the ironic requests. quickly express requests wake. pinto b"
2275,Customer#000002275,pPju4PjvBOYv9D0aa mKYABMeUdQd4,6,16-856-397-7045,2237.21,AUTOMOBILE,sual depths. pending requests run. final excuses wake blithely. pending sauternes af
2530,Customer#000002530,vb Tk9u0Ai,6,16-669-619-5613,2189.7,AUTOMOBILE,he carefully regular foxes run after the ironic requests. 
2578,Customer#000002578,s5nk8Q9jVqeMTW30l1UzmULbjaxvlRiQW76,15,25-959-693-1043,5529.92,BUILDING,"quickly regular ideas about the slyly regular requests wake regular, ironic deposits! slyly quick realms poach bo"
2581,Customer#000002581,Z8IQJAJdxpCC1sxML5I6ku74GgGD66GXMz,0,10-690-147-3371,3272.97,MACHINERY,endencies integrate carefully regula
2867,Customer#000002867,fyAi 0lZZc27UxIlT s,18,28-290-153-8125,-642.45,AUTOMOBILE,"e furiously after the special theodolites. silent, silent pinto"
2887,Customer#000002887,rxHZg0pWt0n9unOOpEIovfPjWZ8cXgfM5,12,22-926-969-2109,8253.18,BUILDING,"ely unusual, ironic requests. carefully permanent accounts wake car"
3075,Customer#000003075,"RJ4OatRAvF dZceu,nALF,r,BjWDgt0LDGXd9l",17,27-396-695-5242,1560.57,HOUSEHOLD,enticingly ironic accounts sleep blithely special courts. quickly unusual d
3094,Customer#000003094,9RycWlDQirwnL1LsLD4t,3,13-768-291-4159,6709.16,AUTOMOBILE,l packages cajole sometimes about the ideas! blithely ironic account
3115,Customer#000003115,oB 75yHls7ptt5zCheWJLQ,12,22-291-864-7521,8889.56,BUILDING,ts are quickly across the bold deposits. carefully spe
3189,Customer#000003189,HDogTXF QmPq4M,9,19-581-505-7028,6995.9,AUTOMOBILE,ial ideas use blithely carefully ironic packages.
3265,Customer#000003265,"db1FCHdyqbDJPeAuj,TnHleTR73x",23,33-803-964-6347,5267.35,BUILDING,furiously final excuses haggle quickly reg
3319,Customer#000003319,tOseqTO8J8J5IbcK8S,20,30-671-681-9790,4582.59,HOUSEHOLD,nstructions. blithely ironic foxes are furiously. slyly bold deposits haggle furiously. sl
3539,Customer#000003539,pMM5UMavhshY0gPYvmGp Yvx7M1sgJu6jL,24,34-455-995-3027,4344.29,AUTOMOBILE,o the slyly regular requests. quic
3703,Customer#000003703,"Vr89,inm6SJAWq anGmsGRal7Eun",5,15-634-942-5988,3731.54,MACHINERY,s are express packages. slyly express orbits are
3738,Customer#000003738,7TLH1tRsni4,10,20-557-872-4009,1026.3,AUTOMOBILE,"press packages nag slyly slyly final accounts. blithe, special excuses haggle furiously "
3773,Customer#000003773,"KnN8DH6Rzr42llyiDd6fmC9AD4fT,Ox7U8",15,25-327-196-6177,-564.99,HOUSEHOLD,y regular ideas. pinto beans thrash. quietly regular requests sleep 
3907,Customer#000003907,oKOQB1ktBXm8MrnTN23Y5aZiFe,12,22-493-251-1085,3565.25,FURNITURE,slyly silent instructions sleep slyly alongs
3927,Customer#000003927,"H,TCxcVpDNU9,GgGRXlfpNSvdloeOH7",22,32-277-850-2454,338.73,MACHINERY, final instructions. packages detect furiously. furiously special asymptotes alongside of the furiously final epita
4067,Customer#000004067,"MqVU5o,6sG9aFKyu5cDhaF",23,33-667-393-8397,5011.77,AUTOMOBILE,packages. unusual pinto beans
4081,Customer#000004081,"Arrm QoBYYPZ,GWR0",4,14-603-471-1766,-38.43,BUILDING,sias. quickly even theodolites wake a
4332,Customer#000004332,"PQFTkfioVI2Xr,Y7IM1u",8,18-873-764-7791,8800.39,HOUSEHOLD,oss the blithely final deposits are along the even accounts. fluffily regular requests mold quickly blithely even
4340,Customer#000004340,"Io,Wo,YH2Ntb7KzHNf6E",12,22-526-913-1728,663.74,HOUSEHOLD,". bold, even excuses cajole always. furiously final forges d"
4404,Customer#000004404,"V7fuH, ylTo9sGw4VuHK0fxDaeoBKmBHu7Jb7",11,21-459-507-6890,3437.9,MACHINERY,yly thin asymptotes are blithely alongside of the quickly final pack
4465,Customer#000004465,9eXiXBiz4iDn fEHq,2,12-824-928-1442,5583.93,HOUSEHOLD,he quickly regular pinto beans? blithely spec
12823,Customer#000012823,Cxs2AthYgAQvMa,6,16-860-624-1864,6911.87,FURNITURE,ular accounts cajole carefully. furiously final dolphins wake quickly. ironic dependencies
12850,Customer#000012850,",z5bBq0HxELYtGdJ",3,13-253-166-4493,-313.88,FURNITURE,"en, pending deposits cajole according to the foxes; requests sublate bravel"
13254,Customer#000013254,D7vsGeKaL5KaNjH,10,20-207-847-4419,5347.97,AUTOMOBILE,gle boldly slyly idle deposits.
13282,Customer#000013282,qnuQD1VhUNK1qdw8pVIwp0p1UWmQdszmlS,18,28-329-169-7438,5803.35,MACHINERY,ul ideas wake. ironic instructions kindle quickly quickly regular deposits. blithely ironic packages along the excu
13389,Customer#000013389,"kUlbpzzXyMorocgzpWyzYWLsEWxfS088hfG,ZE",2,12-785-799-8582,900.4,BUILDING,"requests. ironic, special excuses shall"
13559,Customer#000013559,"dWaaiTP,VH,RlfUycqQG38",8,18-183-505-1962,6609.68,HOUSEHOLD,! furiously even theodolites sleep carefully careful packages. slyly final accounts a
13635,Customer#000013635,bqW7KNoj2bP5,24,34-345-299-4896,685.07,MACHINERY, foxes may cajole carefully fur
13772,Customer#000013772,9yXvIf0ChwLuGpLgKn,10,20-275-313-5262,5521.92,HOUSEHOLD,"ickly final pinto beans. slyly final accounts cajole ironic, regular deposits. carefully even deposits slee"
13853,Customer#000013853,"12NwyPkHNeKZbmyPG6 LJ1pnpN7hId,LeGFE4xNZ",1,11-135-523-6722,3652.08,FURNITURE,he requests. enticing deposits ought to cajole furiously. quickly sly asympto
13949,Customer#000013949,MqODnLzRms89AhQTYZLrON,12,22-261-313-2358,2370.26,HOUSEHOLD,es wake carefully. carefully pending pinto beans use against the blithely regular requests. ironic pin
13979,Customer#000013979,HYsewDHaoOvycxf,9,19-893-395-5151,6210.7,HOUSEHOLD,"ests; ironic, ironic packages wake carefully among the quickly regular pinto beans. accounts cajole carefully abo"
14188,Customer#000014188,hSfjoCXRFBPMA31gaTQlhpaKS7GJi2G,18,28-327-859-3971,8447.38,BUILDING,eans. furiously regular dependencies haggle slyl
14219,Customer#000014219,iKFjzPxzX15s0m5JHbd,0,10-658-495-2988,3850.78,AUTOMOBILE,regular deposits nag. sheaves sleep slyly according to the quic
14365,Customer#000014365,"8ZN6Li6oO8rHlYGmY3cU9bwzeL,9md2G0rQe",3,13-982-484-4459,8577.26,BUILDING, instructions cajole fluffily quickly express pinto beans. blithely special accounts nod quickly. blithely
14381,Customer#000014381,"IQGxdTky,8idm",21,31-449-680-6297,1915.3,FURNITURE,across the slyly ironic requests; regular braids after the carefully special Tiresias haggle
14405,Customer#000014405,"ps8RoClkzKJfPMz9,afKOJ8eUT1SmKH",11,21-676-219-4525,7084.11,AUTOMOBILE, even warthogs are furiously after the furiously blithe foxes. fluffily regular excuses sleep carefully. s
14406,Customer#000014406,a9n8ukoyQAeOrneqTz5HH7KhDa,13,23-387-673-7322,7637.32,MACHINERY,"gle along the final, regular warthogs. fluffily final accounts hinder frays. pending theodoli"
14768,Customer#000014768,7OaE5zWMiZytaRQBOeQy11c39TXs,0,10-287-932-8701,5047.17,AUTOMOBILE,eans affix from the quickly permanent packages. unusual requests wake carefull
14813,Customer#000014813,p3hrb5GdrAfPDzdn EO9yx7Eq5rQRzk4p7le8V,17,27-550-528-4279,6378.04,HOUSEHOLD,he fluffily even instructions. instructions sleep slyly ab
14933,Customer#000014933,RDx8M7rFUQgO,8,18-320-741-9890,-647.61,MACHINERY,the final ideas. furiously final requests above the carefully specia
14941,Customer#000014941,"CS38zyC,Kpg3AGa",10,20-715-529-8251,5093.62,FURNITURE, carefully final deposits. furiously final packages are. carefully permanent instructions use slyly above t
15144,Customer#000015144,zTIgy1Kp1kpl,16,26-769-598-9835,4705.02,AUTOMOBILE,"dazzle regular, final deposits. slyly regular packages sleep fluffily reg"
15226,Customer#000015226,7L b1pYjw6iVspfhEbS pPZinrVHJUB,18,28-250-918-9399,8876.85,AUTOMOBILE,ly regular instructions boost fluffily. bravely regular platelets sleep at the requests. b
15323,Customer#000015323,4jNCmgCD9FDFo88MWv5inv45yEj6u,24,34-740-140-1199,4688.91,HOUSEHOLD,quests according to the fluffily ironic packages could have to sleep furiously against the slyly final pin
15360,Customer#000015360,hckzqfPtbLpGY2jIiajKb5QOgBCtTqIs,3,13-906-180-5226,6452.69,AUTOMOBILE,ncies after the accounts sleep furiously slyly final foxes. silent packages cajole slyly deposits. slyly fi
15386,Customer#000015386,n6PVDnfK7IjVE6bMz8D0zj vGYu6S,23,33-180-268-3683,1121.58,BUILDING,ndencies integrate furiously at the slowly regular requests. deposits boost blithel
15391,Customer#000015391,fzhPyiXVHdvLDFfsRgQ5,15,25-119-150-5215,650.44,BUILDING,"ly above the slyly ironic packages. even, silent asymptotes haggle quickly re"
15544,Customer#000015544,"FWAesd9kbX5IXm,KVxv",13,23-446-215-3267,8912.21,MACHINERY,cuses haggle. final pinto beans engage furio
16012,Customer#000016012,JM9OYyyvc4JgxJHwTHwHe,2,12-744-828-6707,1395.92,HOUSEHOLD,ing to the accounts are furiously according to the slyly b
16142,Customer#000016142,"QkuTxdEHzQw,SwMN",2,12-187-988-3177,1664.02,FURNITURE,ely special escapades haggle after the quickly even packages. q
16164,Customer#000016164,DnXHcQssxJtZlRgEd05KZzWVaU1xKUBf,22,32-942-491-4992,8346.2,AUTOMOBILE,usual deposits. special requests integrate fur
16545,Customer#000016545,Ma7gbmqoaPQGG,9,19-863-115-6283,6606.41,FURNITURE,e quietly pending ideas. furiously regular packages haggle carefully alongside of the regular dep
16640,Customer#000016640,lo9fiChgD78AZ9s3b4h0NVHu1VsXAAT98BfxF,19,29-316-300-4453,8643.14,AUTOMOBILE,s are idly above the furiously even pinto beans. final pinto beans after the requests promise regu
16645,Customer#000016645,Q0sq5OypNx610i,13,23-861-612-8785,7323.73,BUILDING,"lar packages cajole carefully. even, regular foxes above the regul"
16676,Customer#000016676,BEB1956Mc44dKLP5WcXFRNIACQg2tx,5,15-952-987-4867,-355.27,AUTOMOBILE,eposits. bravely express ideas boost 
16684,Customer#000016684,"5yJrHVBRoALiyHx5YDxRCo,9",19,29-295-406-6184,4314.88,AUTOMOBILE,final accounts would wake furiously finally regular gifts. pending deposits sleep always ironi
16786,Customer#000016786,o0s4xbvAmkaDreS68eUJ XJHPM,19,29-925-263-2147,3990.85,FURNITURE,furiously ironic accounts hag
16789,Customer#000016789,mVNQrftRccAwOL2CjHBuhygY2Q,13,23-820-593-5166,5974.76,FURNITURE,ular instructions. blithely unusual foxes according to the regular accounts boost asymptote
17102,Customer#000017102,"9 EEkgrey5PekVuwNVm OTyDZ,",7,17-816-941-1819,6286.36,MACHINERY, beans boost furiously across the excuses. ironic instructions boost sl
17190,Customer#000017190,XxUlvhdXRKY6YX4K0,17,27-678-529-9417,1248.03,MACHINERY, sleep furiously beyond the quickly regular dolphins. quickly busy
17193,Customer#000017193,"5DUZvnSaf,tSfJDWLF89qAjm37f0MmGyZPua6",18,28-255-486-1832,9536.89,AUTOMOBILE,"ending, ironic requests across the blithely even pinto beans cajole blithely along the "
17281,Customer#000017281,UggZd722xnV,3,13-209-324-2654,6703.39,FURNITURE,"uses nod furiously against the ironic, final packages. express, express foxes boost bold, regular d"
17312,Customer#000017312,6tM9xojeqdRr0yx60dw,15,25-358-359-6817,8635.78,HOUSEHOLD,ing instructions wake quickly
17355,Customer#000017355,pYHvxnJFncOHLkryR01EAGK69Ddpjael72,9,19-412-485-1065,-449.77,FURNITURE, fluffily final accounts sleep aro
17609,Customer#000017609,TwrnnMZkV9U6IrP1bHynktYYmInpmEYWuwT,18,28-769-930-2991,8758.9,BUILDING,ven dependencies haggle caref
17681,Customer#000017681,eplmgN9gcpzmQA,18,28-359-525-4349,342.11,FURNITURE,", bold packages. thinly ironic instructions are qui"
581,Customer#000000581,s9SoN9XeVuCri,24,34-415-978-2518,3242.1,MACHINERY,ns. quickly regular pinto beans must sleep fluffily 
796,Customer#000000796,79bj5Rk3jJj9ked7M,3,13-554-411-6773,2584.23,HOUSEHOLD,re slyly even deposits. pending pac
1003,Customer#000001003,lE07lPMzVzMhG9CUC54uPwGw3BWO,21,31-716-397-1854,7894,AUTOMOBILE,quests sublate blithely blithely special dependencies. excuses use busily express pinto bea
1055,Customer#000001055,Z3AggyEMPME2hqqTfbMC76O0z,7,17-802-131-7180,639.93,HOUSEHOLD,dolphins: furiously ironic pinto beans above the carefully regular foxes nag slyly across th
1144,Customer#000001144,DGLUWG9evYLNbYhOXVzqZ LdfIMVfBjDf,1,11-336-453-4489,4189.04,BUILDING," ideas. even, regular excuses after the ironic requests cajole blithe"
1151,Customer#000001151,ratQBQ4rYv TfhWfHe,7,17-948-135-2667,6354.89,BUILDING,l requests. furiously bold orbits after the furiously ironic excuses sleep
1168,Customer#000001168,gmAnpwPPg0LX4,17,27-608-883-2632,6194.65,FURNITURE,ses run according to the regular instructions. slyly regular foxes around the furiously ironic theodolites use fl
1431,Customer#000001431,l3LM2d2T1n c7yI4sOfpEbbd540qO66A4MARk,13,23-640-395-7009,5805.81,AUTOMOBILE,eposits up the carefully bold requests mo
1441,Customer#000001441,"u0YYZb46w,pwKo5H9vz d6B9zK4BOHhG jx",23,33-681-334-4499,9465.15,BUILDING,nts haggle quietly quickly final accounts. slyly regular accounts among the sl
1899,Customer#000001899,"XuQb0moba ,XyN",10,20-243-672-4974,2869.4,MACHINERY," even, idle deposits about the busily final foxes"
2116,Customer#000002116,"GRLUzhpycmjBlsRGLUGbT0rdR3u2MZ0wu,,Hszy",9,19-733-888-7764,-355.24,FURNITURE,cajole furiously. furiously special foxes
2175,Customer#000002175,zlM3JyQghwlKmslcpzn9fJEf8MNFl6hDQo qcuG,2,12-984-976-1818,1799.02,BUILDING,blithely furiously final excuses. slyly pending requests bo
2257,Customer#000002257,BASWTncK2NpfmSHG3xMVv6bwxlTi381w4jp,19,29-942-182-7258,9076.05,MACHINERY,"old foxes haggle furiously quickly regular accounts. silent, ironic pinto beans are slyly across t"
2273,Customer#000002273,"tlJ Spx34dK3PTzZM,Jss8qKUWwrSgh5",2,12-402-834-6543,7387.59,HOUSEHOLD,ions. ironic requests doubt caref
2333,Customer#000002333,aQcslvVnIwpvXyGiPmWAcFT 6dX,16,26-807-719-4287,723.7,HOUSEHOLD,"e the furiously ironic requests. even packages haggle bold, final warthogs. slyly ir"
2336,Customer#000002336,MQlKGjIpgtjh5fZZg1MFWqc3KTlKNKT3pJQ3i8S,22,32-548-294-7997,9838.45,BUILDING,s. carefully bold platelets serve nev
2425,Customer#000002425,u81zU3MmZqTZDcIgVkuinyb5qWPDo6LWv,12,22-448-941-4085,4168.07,AUTOMOBILE,ideas against the packages detect slyly at the quickly sp
2459,Customer#000002459,"xey84,Ydktf fwDX",6,16-551-302-9468,1938.1,HOUSEHOLD,"ng to the foxes. never even ideas kindle slyly about the special, ironic packages! special, regular waters wake abo"
2647,Customer#000002647,"apIgUZ,B0jvmC15VI,4G8HITHnZrBxFbkXPCDZ",6,16-947-491-8293,7136.17,HOUSEHOLD,ironic platelets boost fluffily. carefully even accounts after the ideas cajole carefully blithely ironic c
2876,Customer#000002876,gVnaVNO1dVi03mOIpXJypX0TlxK,20,30-260-848-8880,1876.44,BUILDING,ts! never ironic deposits nag slyly above the furiously pending dependen
2952,Customer#000002952,LazbhUvo0LWgux,13,23-138-912-3878,8081.4,AUTOMOBILE,"out the regular, even requests kindle quickly silent ideas. stealthily silent instruc"
3109,Customer#000003109,s5styaXkVwkB0hQbTcP5mpMxfFUN,11,21-551-255-5214,3573.02,FURNITURE,e silently bold theodolites. furiously bold deposits wake blithely among the darin
3114,Customer#000003114,l7V3Te8oia2ziZvxwHTubRdLVYSc4cl6,22,32-604-826-7347,4071.57,MACHINERY,pending excuses kindle carefully bold dep
3200,Customer#000003200,"v,cDM75MGPLmNAh3TNaqWapR8x",17,27-631-820-9758,5624.75,BUILDING,"gular pinto beans haggle fluffily above the slyly silent asymptotes. instructions haggle quickly. final, eve"
3633,Customer#000003633,"vjE,BBZVSjEiax2",7,17-343-986-4323,6302.87,BUILDING,"regular, ironic foxes wake. quickly silent requests cajo"
3640,Customer#000003640,05MTjdAkww1QNX7kzX7JxPsJD,8,18-255-978-8093,4045.41,BUILDING,"ites sleep fluffily final ideas. slyly silent theodolites use blithely. bold, ironic theodolites"
3943,Customer#000003943,lMoMIqs1w4N,18,28-679-228-9434,1228.1,AUTOMOBILE,s are furiously unusual deposits. instructions use expres
4539,Customer#000004539,2n3dC3oiIk1z,3,13-183-715-7343,320.47,FURNITURE,theodolites. theodolites detect slyly regular instructions. regular dependencies about the fu
4669,Customer#000004669,DIJVHWTc1OlOSv0xd6SM7T60XMFRd0,14,24-152-828-6881,9483.24,BUILDING, wake furiously? even dependencies wake silently. even accounts nag
4907,Customer#000004907,51nse5vowUr9,17,27-532-961-5876,7400.82,FURNITURE,e carefully unusual packages. carefully 
5149,Customer#000005149,"BN,asncXQbJYdi27U6hZJp,DZXTTxZzhLyQTD",14,24-191-261-2522,7347.54,MACHINERY,ages haggle slyly. boldly bold packages use furiously. asymptotes affix. quickly sly p
5331,Customer#000005331,"nvCPJNIrJWqphLumOzDmfZXhQa,Vy",19,29-277-619-2777,5810.11,MACHINERY,ckages use carefully after the quickly regular dependencie
5488,Customer#000005488,"KkT7DFhcoIp6L,GdBtLNt1pHkQdbvl",21,31-816-274-7331,247.71,HOUSEHOLD,"jole ideas: bold, regular platel"
5504,Customer#000005504,4c7lc81IiXik2HjM o,21,31-845-694-8766,8779.1,FURNITURE,ly even deposits cajole slyly 
5543,Customer#000005543,orcdb1cAVQD2PWFSCqv1i,0,10-146-944-8668,-556.62,BUILDING,ress deposits nag fluffily regular foxes? regular e
5572,Customer#000005572,"jfRdyb6Duy9RGOo5Al,H3tWWHJn8VIWbcHXSDc",11,21-598-649-4252,2451.91,BUILDING,"odolites. even, express pinto beans past the slyly final depo"
5604,Customer#000005604,M32JLxpFu8dSggHregXyylT8YSdu2C0L6dV84CC,1,11-779-289-2829,5247.25,AUTOMOBILE," accounts cajole furiously even, even dependencies. unusual dependencies sublate blithely around t"
5786,Customer#000005786,1e3Fdl1kOtEGCee,15,25-512-438-5254,7840.1,HOUSEHOLD, packages haggle quickly according to the carefully ironic 
5814,Customer#000005814,6qiSj7313sxpm8ses3NkT7BA B7rZc,10,20-967-181-4925,4940.05,AUTOMOBILE," use even theodolites. carefully ironic requests wake blithely. carefully regular requests above the final, "
5880,Customer#000005880,dhirIQ6zqoNOiUzPlrVqCZWxAaVOdOTYHVKQo,20,30-974-747-2442,8347.65,FURNITURE,ges poach blithely along the furiou
5919,Customer#000005919, vDIDbSS CjPR94OJtqTx3HQISE,12,22-677-244-4712,-591.72,BUILDING,"ic theodolites. bold, even accounts inside the regular pac"
6048,Customer#000006048,DNtLkGdov3MnFfAGa40Pi6c6Y1r5j NF,24,34-996-904-3634,2634.46,AUTOMOBILE, sleep blithely across the regular deposits. accounts wake. slyly ironic gifts above th
6118,Customer#000006118,GZJ6Dctbr0USrtx,11,21-581-376-6339,3810.27,HOUSEHOLD,e fluffily special packages integrate quickly final dependencies. regular 
6230,Customer#000006230,MGXvPZQ6UMzc4PbZcSUl8kGfew,18,28-226-342-3356,3763.78,MACHINERY,ously pending platelets; busily special theodolites sleep carefully! express platelets sleep slyly acros
6248,Customer#000006248,F3NgALjt9qjhFKEDz,10,20-237-638-2221,8834.94,AUTOMOBILE,"ckly according to the theodolites. foxes along the ironic, bold accou"
6312,Customer#000006312,QMhVQC0PiraO8oEHoMJ14b8Gxf9gK4h5ATkCn,4,14-870-343-5163,4562.08,AUTOMOBILE,ily silent foxes above the ironically unusual packages cajole quickl
9619,Customer#000009619,SKRJRx1iGaqg8aH9ObZn,23,33-794-228-4250,7279.03,AUTOMOBILE,p across the blithely even hockey players. even requests cajole quickly. carefully special ideas are carefully. qu
9682,Customer#000009682,A52YURC4KaEDUBfq0sEL39HUhhk,19,29-364-697-5859,3118.33,MACHINERY,t ideas use carefully express dolphins. slyly bold 
9817,Customer#000009817,"psXE2pG10lJmBTUcVlwZYuxpv,u4DCp0 Mb6V",3,13-433-726-2331,8871.22,MACHINERY,"ess pinto beans. final, express excuses sl"
9875,Customer#000009875,ENfozZJTqPK0PD0mMDNtf2QLszAqS,21,31-572-570-7157,9522.93,FURNITURE,"ular ideas wake enticingly along the furiously silent ideas. special, unusual decoys "
9918,Customer#000009918,QN3Nzq2o2K3nvRox4sAdHe Jyt5aHNoCt,4,14-121-182-5848,2560.99,FURNITURE,old ideas cajole. quickly regular requests after the slyly even deposits detect to the foxes. carefully iron
10033,Customer#000010033,xWbradETpEhz9Fc,0,10-947-875-5994,3835.25,BUILDING,fully slyly silent ideas: carefully reg
10144,Customer#000010144,fnq8DTK83U 9iJB6pcw4jUd,4,14-797-345-3200,4917.21,MACHINERY,"p carefully packages. bold, regular pinto beans wake furiously ideas. quickly express pack"
10167,Customer#000010167,gs9FgDcolH2Pq5yRWk4YUrKlWcc5sa8N,20,30-461-351-1086,5352.42,FURNITURE,ideas. special accounts sleep furiously by the bravely final foxes-- carefully pending accounts sleep somet
10225,Customer#000010225,yKyxMJDIFvI5vR9mYgu,4,14-787-555-9921,3690.09,FURNITURE,ns. blithely regular accounts wake blithely according 
10356,Customer#000010356,IhmHKGr0eC43wjfzG25aq2R2NWpKX8,4,14-937-696-4016,5442.61,BUILDING,e. ironic accounts are slyly. bold foxes are furiously. slyly special ideas boost
10373,Customer#000010373,Bl7RFM2S0EqvPRwF,22,32-310-506-3307,5562.71,HOUSEHOLD, special requests haggle quickly among the furiously express deposits. slyly pending accounts af
10461,Customer#000010461,ciZQI4DpSTPzCFsUwFVWngzNFxss81Qp0B,21,31-564-735-7840,-335.41,BUILDING,efully pending deposits sleep furiously requests. pinto beans affix among the furiously silent foxes. furio
10973,Customer#000010973,JWo2pOpCx2ZxAN9hJSt3bRkkpmOsJD,1,11-835-968-7988,-612.39,AUTOMOBILE,e the slyly final ideas. slyly regular deposits wake. slyly
11050,Customer#000011050,"kOi3GeuwZIg6t1Vw7k0kX6VyuXMN9x,0lR",20,30-349-736-3141,1576.33,FURNITURE,e quickly after the ironic packages. ironic instructions haggle a
11182,Customer#000011182,"loOPslCRwJWnhBQDMwslM 4zNh i6owqLQrl,YX",8,18-114-961-2821,8376.46,AUTOMOBILE,he carefully silent dinos sleep fluffily according to the pending requests. quickly pending request
11218,Customer#000011218,QTAtW0tJ8oWlZurKFG5zlxyeE5ztbEf7B,15,25-400-326-7647,-260.23,AUTOMOBILE," packages use quietly bold packages-- express, ironic ideas engage f"
11309,Customer#000011309,g9zXhhFgMOiYaedwmvv47L9yEcgTJ7A8v,18,28-623-692-8196,7421.42,MACHINERY, cajole slyly above the regular dependencies. furiously regular foxes affix against th
11378,Customer#000011378,Sn91fJ4l4RFS9VFlb,11,21-470-124-3912,1318.18,HOUSEHOLD,s are alongside of the carefully final 
11430,Customer#000011430,YJO9keWILrcfpHmA3yn  ImLvv3k,24,34-924-457-2468,6077.77,FURNITURE," pinto beans cajole blithely along the pending, ironic requests. quickly regular pi"
11664,Customer#000011664,"Z4vyYKLhfG3sk1Ux9hu9g9oEGHry3,TYk7V4M4jq",16,26-959-757-4725,8116.78,FURNITURE,ns. fluffily furious instructions boost across the dependencies. deposits cajole carefully. 
11774,Customer#000011774,"RkJR7JYx,OqymLLhS",17,27-610-968-9478,1240.9,FURNITURE,bove the ironic accounts! blit
11806,Customer#000011806,IDyHITrJWbk ovM8vAHDMV,20,30-781-778-9301,82.87,HOUSEHOLD,eans. accounts dazzle with the slyly sly deposits. accounts boost. accounts against the blithely pendi
11856,Customer#000011856,J8UR2jCsmtc gPMeJeFix1a0gEui8pghGHfn,17,27-603-966-8175,4311.39,MACHINERY,quickly regular deposits cajole along the furiously final requests. quickly re
12238,Customer#000012238,"60MGv4ychuX,1NQjdWFA 2wyGZh0cM6fHt7GXIb",7,17-546-936-9276,3877.64,MACHINERY,ily express instructions run furiously quickly
12253,Customer#000012253,dZNagwyEf3 1vA2EjfR1vPHIah87lCLQa,10,20-574-437-6492,1356.03,AUTOMOBILE,en dependencies nag. even instructions wake across the carefully silent requests. carefully 
12534,Customer#000012534,6pWNKrlVaCeKctyD51XxqaE,10,20-419-550-4894,9746.94,HOUSEHOLD," quickly regular ideas affix carefully around the stealthy, busy Tiresias. caref"
12689,Customer#000012689,jtTwga7kaGmDyCx5GfSmFpTP5gIn72O5F,10,20-160-727-4774,5091.52,HOUSEHOLD,gular platelets. carefully bold asymptotes among
12723,Customer#000012723,1IZAFpNsQr3UOqMCx7MSUSaK,5,15-795-952-2513,8718.89,MACHINERY,ccounts. slyly ironic packages wake furiously pending deposits. blithely special instructions detect careful
12767,Customer#000012767,"rK6LiDZdVm5BSHi8eKW4pqyIzdx,Cb",1,11-340-605-1080,6424.17,BUILDING,onic requests wake bold foxes. slyly ironic accounts grow furiousl
12948,Customer#000012948,ucrk83DAMGm2Sf,1,11-882-251-3240,9208.64,AUTOMOBILE,fully regular packages print slyly alongside of the foxes. regular requests nag 
13118,Customer#000013118,eNvX8B9WZ6TxgvRDAKIaLVYGNXSehTIt3pQG,22,32-724-699-5149,1263.58,MACHINERY,"ccording to the ironic, express deposits wake above the carefully regular courts. ruthlessly ironic deposit"
13164,Customer#000013164,R5VuynGjEywAsJd4cTkwaF KaRVT3jqrx,21,31-684-835-7069,682.67,MACHINERY,"ymptotes are quickly. final, special packages sleep slyly according to the carefully unu"
13235,Customer#000013235,Scmegwt9DCwcxcwgBox,19,29-220-185-7177,4547.6,BUILDING, after the fluffily final requests. slyly silent request
13313,Customer#000013313,IZwi4DtJiqJyyCGWL8wsQ9 tWHLe1hsiib,12,22-933-103-9997,8838.94,HOUSEHOLD,dencies solve packages. instructions haggle along the packages. slyly express de
13362,Customer#000013362,BXR7ySxxJYSI2C4GcnVDR00yRcerMqEx,13,23-203-251-5450,-289.59,FURNITURE,"ubt busily in place of the bold, silent excuses. finally final packages cajole furiousl"
13749,Customer#000013749,AuEE1l3pbwxZSvfCD0AWpdB9PX76h4J,11,21-618-180-2513,4323.2,BUILDING,odolites are? quickly express dependencies haggle carefully against the careful
13953,Customer#000013953,"mCdTCWgm,q2FPKMHi7I5WATla ",10,20-558-179-5336,6553.15,BUILDING,"final sentiments are regular, pending packages. pending, silent ideas cajole qui"
